! Series of lossless TLs S11(jw) (frequencies in GHz)
0.0000000000000000e+00	-2.4999526569078478e-01	0.0000000000000000e+00
5.0000000000000000e-01	-2.4316607111139632e-01	7.6265797810698324e-02
1.0000000000000000e+00	-2.2040264831234435e-01	1.5432503931685707e-01
1.5000000000000000e+00	-1.7616641550716816e-01	2.3251103635564246e-01
2.0000000000000000e+00	-1.0488973501332344e-01	3.0374154086912170e-01
2.5000000000000000e+00	-4.9576163772463433e-03	3.5606337816704653e-01
3.0000000000000000e+00	1.1832401656618563e-01	3.7571469612940450e-01
3.5000000000000000e+00	2.5219848702755465e-01	3.5157624467796655e-01
4.0000000000000000e+00	3.7873474297564580e-01	2.7917264870648850e-01
4.5000000000000000e+00	4.7898034784218946e-01	1.6261119686261366e-01
5.0000000000000000e+00	5.3731729762092217e-01	1.3893947801994386e-02
5.5000000000000000e+00	5.4454201828808135e-01	-1.4979312661636271e-01
6.0000000000000000e+00	4.9902036041575215e-01	-3.0960119491009946e-01
6.5000000000000000e+00	4.0610839195017201e-01	-4.4823543434614166e-01
7.0000000000000000e+00	2.7647192047984315e-01	-5.5224311554024463e-01
7.5000000000000000e+00	1.2396168907995819e-01	-6.1323849860516844e-01
8.0000000000000000e+00	-3.6496759955048752e-02	-6.2821765599423640e-01
8.5000000000000000e+00	-1.9076315026721691e-01	-5.9919491905164779e-01
9.0000000000000000e+00	-3.2700142661088427e-01	-5.3234697101747708e-01
9.5000000000000000e+00	-4.3680767343142468e-01	-4.3677278528509406e-01
1.0000000000000000e+01	-5.1585712007907036e-01	-3.2293937251564836e-01
1.0500000000000000e+01	-5.6391323346227751e-01	-2.0093428747899603e-01
1.1000000000000000e+01	-5.8403599042619847e-01	-7.8798736523452137e-02
1.1500000000000000e+01	-5.8098561951433902e-01	3.8597457774066479e-02
1.2000000000000000e+01	-5.5917510267718207e-01	1.4963159618436003e-01
1.2500000000000000e+01	-5.2091643573054114e-01	2.5473773668987004e-01
1.3000000000000000e+01	-4.6578571931806978e-01	3.5434191867607018e-01
1.3500000000000000e+01	-3.9147056371564048e-01	4.4686232786084434e-01
1.4000000000000000e+01	-2.9569007512388334e-01	5.2772920993732897e-01
1.4500000000000000e+01	-1.7826103636817925e-01	5.8980627203376734e-01
1.5000000000000000e+01	-4.2466689855886974e-02	6.2488871005997171e-01
1.5500000000000000e+01	1.0462227140226199e-01	6.2559847359185272e-01
