!data (freqs in Hz, real and imag part of S11(jw))
0	0	0
0.0159	0.043308792	0.203551321
0.0318	0.21691974	0.412147505
0.0477	0.629811057	0.482855143
0.0637	0.997506234	0.049875312
0.0796	0.8	-0.4
0.0955	0.516944285	-0.499712809
0.1114	0.34244182	-0.474526522
0.1273	0.240927571	-0.427646439
0.1432	0.178614743	-0.383029394
0.1592	0.137931034	-0.344827586
0.1751	0.109931043	-0.312803787
0.191	0.089818118	-0.28592101
0.2069	0.074861904	-0.263168386
0.2228	0.06342139	-0.243719341
0.2387	0.054462935	-0.226928896
0.2546	0.047308935	-0.212298845
0.2706	0.041499794	-0.199443127
0.2865	0.036714547	-0.188060067
0.3024	0.032723314	-0.177911491
0.3183	0.029357798	-0.168807339
0.3342	0.02649239	-0.160594343
0.3501	0.02403173	-0.15314766
0.3661	0.021902322	-0.146364649
0.382	0.020046748	-0.140160179
0.3979	0.018419598	-0.134463069
0.4138	0.016984566	-0.129213353
0.4297	0.015712328	-0.124360164
0.4456	0.014578984	-0.119860072
0.4615	0.01356489	-0.115675771
0.4775	0.012653779	-0.111775044
0.4934	0.011832077	-0.108129917
0.5093	0.01108839	-0.104715988
0.5252	0.010413092	-0.101511868
0.5411	0.009798002	-0.098498736
0.557	0.009236134	-0.095659959
0.573	0.008721491	-0.092980788
0.5889	0.008248902	-0.090448091
0.6048	0.007813885	-0.088050146
0.6207	0.007412545	-0.085776447
0.6366	0.007041479	-0.08361756
0.6525	0.006697705	-0.081564979
0.6685	0.006378602	-0.079611024
0.6844	0.006081855	-0.077748736
0.7003	0.005805417	-0.075971799
0.7162	0.00554747	-0.074274463
0.7321	0.005306396	-0.072651486
0.748	0.00508075	-0.071098076
0.7639	0.00486924	-0.069609846
0.7799	0.004670706	-0.06818277
0.7958	0.004484104	-0.066813147
0.8117	0.004308495	-0.065497571
0.8276	0.00414303	-0.064232898
0.8435	0.00398694	-0.063016226
0.8594	0.00383953	-0.061844867
0.8754	0.003700164	-0.060716333
0.8913	0.003568268	-0.059628315
0.9072	0.003443316	-0.058578665
0.9231	0.003324828	-0.057565385
0.939	0.003212364	-0.056586616
0.9549	0.003105523	-0.055640622
0.9708	0.003003935	-0.054725781
0.9868	0.00290726	-0.053840576
1.0027	0.002815186	-0.052983591
1.0186	0.002727426	-0.052153493
1.0345	0.002643713	-0.051349037
1.0504	0.002563802	-0.05056905
1.0663	0.002487466	-0.049812432
1.0823	0.002414494	-0.049078147
1.0982	0.002344692	-0.048365219
1.1141	0.002277878	-0.047672729
1.13	0.002213883	-0.04699981
1.1459	0.002152552	-0.046345643
1.1618	0.002093738	-0.045709454
1.1777	0.002037305	-0.045090511
1.1937	0.001983126	-0.044488122
1.2096	0.001931082	-0.043901631
1.2255	0.001881063	-0.043330416
1.2414	0.001832965	-0.042773887
1.2573	0.001786691	-0.042231485
1.2732	0.001742148	-0.041702678
1.2892	0.001699253	-0.041186961
1.3051	0.001657925	-0.040683854
1.321	0.001618087	-0.040192898
1.3369	0.00157967	-0.03971366
1.3528	0.001542606	-0.039245724
1.3687	0.001506833	-0.038788695
1.3846	0.001472292	-0.038342195
1.4006	0.001438925	-0.037905864
1.4165	0.001406681	-0.03747936
1.4324	0.00137551	-0.037062352
1.4483	0.001345364	-0.036654528
1.4642	0.0013162	-0.036255587
1.4801	0.001287974	-0.035865242
1.4961	0.001260648	-0.035483218
1.512	0.001234183	-0.035109252
1.5279	0.001208543	-0.03474309
1.5438	0.001183694	-0.034384491
1.5597	0.001159605	-0.034033224
1.5756	0.001136244	-0.033689065
1.5915	0.001113583	-0.0333518
1.6075	0.001091593	-0.033021225
1.6234	0.001070249	-0.032697142
1.6393	0.001049525	-0.032379362
1.6552	0.001029397	-0.032067703
1.6711	0.001009844	-0.031761988
1.687	0.000990842	-0.031462051
1.703	0.000972373	-0.031167728
1.7189	0.000954415	-0.030878863
1.7348	0.000936951	-0.030595306
1.7507	0.000919961	-0.030316912
1.7666	0.00090343	-0.03004354
1.7825	0.000887341	-0.029775057
1.7985	0.000871679	-0.029511331
1.8144	0.000856427	-0.029252239
1.8303	0.000841572	-0.028997658
1.8462	0.000827101	-0.028747472
1.8621	0.000813	-0.028501567
1.878	0.000799257	-0.028259836
1.8939	0.00078586	-0.028022172
1.9099	0.000772796	-0.027788474
1.9258	0.000760056	-0.027558643
1.9417	0.000747629	-0.027332584
1.9576	0.000735504	-0.027110204
1.9735	0.000723672	-0.026891416
1.9894	0.000712123	-0.026676131
2.0054	0.000700849	-0.026464268
2.0213	0.00068984	-0.026255744
2.0372	0.000679089	-0.026050482
2.0531	0.000668587	-0.025848405
2.069	0.000658327	-0.025649441
2.0849	0.000648302	-0.025453517
2.1008	0.000638504	-0.025260564
2.1168	0.000628926	-0.025070516
2.1327	0.000619563	-0.024883306
2.1486	0.000610407	-0.024698873
2.1645	0.000601453	-0.024517155
2.1804	0.000592694	-0.024338091
2.1963	0.000584125	-0.024161626
2.2123	0.000575741	-0.023987701
2.2282	0.000567536	-0.023816263
2.2441	0.000559506	-0.023647259
2.26	0.000551645	-0.023480637
2.2759	0.000543948	-0.023316348
2.2918	0.000536411	-0.023154342
2.3077	0.00052903	-0.022994572
2.3237	0.000521801	-0.022836993
2.3396	0.000514718	-0.022681559
2.3555	0.000507779	-0.022528228
2.3714	0.000500979	-0.022376956
2.3873	0.000494315	-0.022227702
2.4032	0.000487783	-0.022080427
2.4192	0.00048138	-0.021935091
2.4351	0.000475102	-0.021791657
2.451	0.000468946	-0.021650086
2.4669	0.000462909	-0.021510344
2.4828	0.000456988	-0.021372394
2.4987	0.00045118	-0.021236202
2.5146	0.000445482	-0.021101736
2.5306	0.000439891	-0.020968962
2.5465	0.000434405	-0.02083785
2.5624	0.00042902	-0.020708366
2.5783	0.000423736	-0.020580483
2.5942	0.000418548	-0.020454169
2.6101	0.000413455	-0.020329397
2.6261	0.000408455	-0.020206138
2.642	0.000403545	-0.020084366
2.6579	0.000398722	-0.019964052
2.6738	0.000393986	-0.019845172
2.6897	0.000389334	-0.019727699
2.7056	0.000384763	-0.019611609
2.7215	0.000380273	-0.019496877
2.7375	0.000375861	-0.019383481
2.7534	0.000371525	-0.019271396
2.7693	0.000367263	-0.0191606
2.7852	0.000363075	-0.019051071
2.8011	0.000358958	-0.018942788
2.817	0.000354911	-0.018835728
2.833	0.000350931	-0.018729872
2.8489	0.000347018	-0.0186252
2.8648	0.000343171	-0.018521691
2.8807	0.000339387	-0.018419327
2.8966	0.000335665	-0.018318088
